Date,b&h,without_pca,with_pca,with_pca_and_dwt
2016-09-19,126097.86454902781,74733.10133306864,78923.04852944537,75509.31240468145
2016-09-20,126277.78214167258,74839.68675517045,78817.68822713784,75325.96872693297
2016-09-21,126817.53491960677,75159.44302147582,78501.60732021529,75002.53710124477
2016-09-22,128096.9455224633,74325.03522184891,77752.3804885814,74235.88638980546
2016-09-23,128736.65082389157,73945.44355465897,77377.76707276446,73852.56103408578
2016-09-26,127777.09287174916,74514.83105544386,77939.68719648987,74427.54906766528
2016-09-27,125438.1641673675,75902.71676524232,79309.3711264877,75829.08611231422
2016-09-28,126807.53737949076,75090.15094871004,78507.46191082797,75008.52784512752
2016-09-29,128256.87566076472,74230.13504250662,77658.7249017551,74140.0527660762
2016-09-30,127917.02792981855,74431.79566106417,77857.74079088893,74343.69693170153
2016-10-03,128666.67566896815,74792.8857243464,77418.74474130911,73894.49167166636
2016-10-04,128486.76570221214,74688.4049362595,77524.10057787245,74002.29764396373
2016-10-05,128186.90050584132,74514.26143214141,77699.70257029972,74181.98340365676
2016-10-06,127567.19028464508,74800.21312673473,78062.60680489129,74553.32727161092
2016-10-07,130175.99156504952,73282.64195389245,76534.88465430426,72990.07669891721
2016-10-10,128296.85056945136,74375.76093771319,77635.31547079267,74116.09892974257
2016-10-11,127237.34009381494,74992.09096147833,78255.76810341244,74750.9806933535
2016-10-12,125837.98188723235,75806.11450966548,79075.23662516606,75589.50662258976
2016-10-13,126677.59986153738,75317.69860632461,78583.55372581622,75086.38923720852
2016-10-14,126277.78214167258,75550.27739667399,78817.68822713784,75325.96872693297
2016-10-17,126407.7196596259,75474.69117514083,78741.5964121496,75248.10733485199
2016-10-18,125128.30905676942,76218.9397554017,79490.82324378347,76014.75804629129
2016-10-19,125728.03182362231,75870.07378791335,79139.62372467312,75655.39109650395
2016-10-20,125877.96442180772,75782.8561870234,79051.82272845948,75565.54821665744
2016-10-21,126237.7996070972,75573.53571931609,78841.10212384444,75349.9271328653
2016-10-24,126587.63725227067,75370.03094128717,78636.23610984207,75140.29679295591
2016-10-25,127767.09533163317,74683.92594959575,77945.54178710256,74433.53981154802
2016-10-26,123329.13313032196,77265.54209393826,80544.42626685872,77092.86346525201
2016-10-27,122699.42536900974,77631.8506943903,80913.18509206297,77470.1980770889
2016-10-28,122249.63520034222,77893.49906098873,81176.5836149597,77739.72214702975
2016-10-31,123569.0283377741,77125.99215808575,80403.94288661925,76949.11302965813
2016-11-01,121999.75007866281,78038.86025044815,81322.91712006768,77889.4587569077
2016-11-02,119880.72150150125,79271.52473404992,82563.8268510514,79159.22685372824
2016-11-03,120280.53922136608,79038.94594370053,82329.69234972977,78919.64736400379
2016-11-04,120170.58915775605,78887.80320729112,82394.07944923681,78985.53183791797
2016-11-07,120900.25706845103,78329.81676417995,81966.78364939404,78548.29892645094
2016-11-08,123738.94839030283,76465.89006938426,80304.4371749244,76847.2932316448
2016-11-09,124238.71863366173,76137.73353799588,80011.77016470839,76547.82001188889
2016-11-10,126007.9019397611,74976.06162008044,78975.73091347121,75487.68682457642
2016-11-11,129016.52094003033,73000.55789908653,77213.87426156258,73684.85676215828
2016-11-14,129836.15145999206,72462.37638062917,76733.89607769393,73193.71629494386
2016-11-15,127657.1452680231,73893.14406504459,78009.92888660962,74499.42428546223
2016-11-16,124388.6512318471,76039.28557712513,79923.96916849478,76457.97713204239
2016-11-17,125318.22418953017,75428.91422845192,79379.60835086326,75900.95676051246
2016-11-18,128916.56079064758,73066.19321118125,77272.41123620112,73744.75506178841
2016-11-21,128316.84564968341,73459.97504012173,77623.6062895673,74104.11744197707
2016-11-22,128206.89558607335,73532.16987760887,77687.99338907434,74170.00191589126
2016-11-23,130965.62183877444,71720.74942958044,76072.47470801788,72516.91303294976
2016-11-25,131195.5271319993,71569.79021467113,75937.84145264691,72379.14877163993
2016-11-28,131555.3623172888,71333.51711148978,75727.12084803185,72163.52768784776
2016-11-29,130625.78173371698,71943.8934674343,76271.48613140755,72720.5526289764
2016-11-30,130294.17767269448,72161.62959699675,76465.67450177287,72919.25700795486
2016-12-01,130073.10993417393,72306.7859428152,76595.1324575991,73051.72561391658
2016-12-02,130143.45663859427,72260.59525654698,76553.93720851249,73009.57233578144
2016-12-05,130545.3896180351,71996.68011926823,76318.5640045987,72768.7253364278
2016-12-06,130354.46608633458,72122.04333317664,76430.36941907702,72883.13087682422
2016-12-07,129409.9220513726,72742.24491255343,76983.49734616565,73449.1222440777
2016-12-08,133147.9570246616,70287.79587853585,74794.49242990107,71209.21023673721
2016-12-09,133218.28839632162,70241.61525998477,74753.30615972664,71167.06614632616
2016-12-12,134082.4581016037,69674.18865389001,74247.24569029102,70649.23682876413
2016-12-13,135278.22941466662,68889.02752906756,73546.99828711603,69932.70460225949
2016-12-14,137247.72247979115,67595.82926159767,72393.6570174614,68752.5414426129
2016-12-15,136685.01017546986,67965.31448087477,72723.18309450557,69089.73091679763
2016-12-16,136544.33209938955,68057.68578569406,72805.56461376662,69174.02828534381
2016-12-19,135810.79751216786,68539.33544170052,73235.12475141979,69613.57819364007
2016-12-20,136142.3991199487,68321.60092297281,73040.93781768042,69414.87528469747
2016-12-21,137820.4930748927,67219.73961987243,72058.24077402645,68409.32482142364
2016-12-22,137539.13692273205,67404.48222951099,72223.00381254853,68577.919558516
2016-12-23,136132.34082916848,68328.20534542092,73046.82798407118,69420.90243170196
2016-12-27,135750.50909852778,68068.74240473016,73270.42983411562,69649.7043247707
2016-12-28,135961.5185462681,68174.45239070902,73146.86204468015,69523.26286581348
2016-12-29,135770.6103473279,68202.05562677253,73258.65848024629,69637.6592184858
2016-12-30,135800.75455414795,68186.92487704573,73241.00593889836,69619.59615292048
2017-01-03,134775.80552398541,68701.39345638803,73841.21928146438,70233.76794531361
2017-01-04,135006.9162205259,68750.42760841506,73705.88013815954,70095.28138007145
2017-01-05,136202.6875335888,68072.11653249171,73005.63273498457,69378.74915356684
2017-01-06,134594.9249503048,68891.63753797888,73947.14350846411,70342.15552642962
2017-01-09,134223.136177684,69081.14854659102,74164.86417102997,70564.93946021795
2017-01-10,135006.9162205259,68681.6342056872,73705.88013815954,70095.28138007145
2017-01-11,136805.60233551037,67764.79420155114,72652.5639502017,69017.46946681227
2017-01-12,136403.65402330924,67969.67836068867,72887.94613302767,69258.32565389
2017-01-13,135770.6103473279,68292.3582110916,73258.65848024629,69637.6592184858
2017-01-17,135740.45080774755,68307.73136161701,73276.32000050638,69655.73147177522
2017-01-18,136634.76471984969,67851.8748538918,72752.60698972284,69119.83908864786
2017-01-19,136865.89074915048,67734.06353156337,72617.25886750584,68981.34333568162
2017-01-20,136092.15366432854,68128.45869931308,73070.36171289768,69444.98345654769
2017-01-23,136303.17844482916,68020.89353882443,72946.78494455003,69318.53280986637
2017-01-24,138785.15369141515,69189.18882600893,71493.3325141563,67831.27916016115
2017-01-25,138775.09540063492,69124.97347725126,71499.22268054706,67837.30630716565
2017-01-26,138192.28184751346,69415.81331455798,71840.52011146059,68186.54088763532
2017-01-27,139177.04371283608,68924.39032145438,71263.84049772107,67596.45012008792
2017-01-30,139046.40859477565,68989.5808035215,71340.34082950355,67674.72952935369
2017-01-31,139187.086670856,68919.37861185885,71257.9593102425,67590.43216080751
2017-02-01,138292.77275875385,69365.6656127425,71781.67232102605,68126.32454393485
2017-02-02,138152.09468267352,69435.86780440515,71864.05384028709,68210.62191248105
2017-02-03,137659.71375001222,69681.57930095695,72152.39364715684,68505.66729625475
2017-02-06,138694.70573819467,69165.09010841064,71546.29911711226,67885.47754458121
2017-02-07,137197.4923569313,68350.34158291707,72423.07193376648,68782.64042673903
2017-02-08,137358.25634905143,68201.9633497314,72328.92803954826,68686.30713963202
2017-02-09,138594.23015971464,67586.38106270849,71605.1379286346,67945.68470055757
2017-02-10,139428.25565817667,67170.99093117876,71116.73000054692,67445.91844856087
2017-02-13,140573.78151561943,67654.48786404076,70445.9064925892,66759.49439390645
2017-02-14,140593.86743165922,67577.1494663985,70434.14411763205,66747.45847534564
2017-02-15,142091.09614568297,66856.20762452911,69557.36232206562,65850.28640546372
2017-02-16,142925.121644145,66454.60974346033,69068.95439397793,65350.52015346701
2017-02-17,142271.96138660322,66769.11784412489,69451.44707397807,65741.9080120718
2017-02-21,143739.04589380688,66062.6909656562,68592.31781975958,64862.79900775522
2017-02-22,145768.84270533186,65085.308259717625,67403.6624884969,63646.50052925387
2017-02-23,145999.9534018723,64974.02441264805,67268.32334519208,63508.013964011734
2017-02-24,145457.34234635116,65235.30113685327,67586.07806836691,63833.15833191157
2017-02-27,146703.34378227394,64635.32962831068,66856.41574888685,63086.52712128079
2017-02-28,146050.19885749248,64949.830345982686,67238.89944997482,63477.9057921615
2017-03-01,145658.30883607158,65138.532253184385,67468.39146641002,63712.73483223473
2017-03-02,147436.8783694956,64282.11988057263,66426.8556112337,62646.97721298455
